Macrotrends Data Download

Dow Jones - 10 Year Daily Chart

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2009-01-14,8200.1400
2009-01-15,8212.4900
2009-01-16,8281.2200
2009-01-20,7949.0900
2009-01-21,8228.1000
2009-01-22,8122.8000
2009-01-23,8077.5600
2009-01-26,8116.0300
2009-01-27,8174.7300
2009-01-28,8375.4500
2009-01-29,8149.0100
2009-01-30,8000.8600
2009-02-02,7936.7500
2009-02-03,8078.3600
2009-02-04,7956.6600
2009-02-05,8063.0700
2009-02-06,8280.5900
2009-02-09,8270.8700
2009-02-10,7888.8800
2009-02-11,7939.5300
2009-02-12,7932.7600
2009-02-13,7850.4100
2009-02-17,7552.6000
2009-02-18,7555.6300
2009-02-19,7465.9500
2009-02-20,7365.6700
2009-02-23,7114.7800
2009-02-24,7350.9400
2009-02-25,7270.8900
2009-02-26,7182.0800
2009-02-27,7062.9300
2009-03-02,6763.2900
2009-03-03,6726.0200
2009-03-04,6875.8400
2009-03-05,6594.4400
2009-03-06,6626.9400
2009-03-09,6547.0500
2009-03-10,6926.4900
2009-03-11,6930.4000
2009-03-12,7170.0600
2009-03-13,7223.9800
2009-03-16,7216.9700
2009-03-17,7395.7000
2009-03-18,7486.5800
2009-03-19,7400.8000
2009-03-20,7278.3800
2009-03-23,7775.8600
2009-03-24,7659.9700
2009-03-25,7749.8100
2009-03-26,7924.5600
2009-03-27,7776.1800
2009-03-30,7522.0200
2009-03-31,7608.9200
2009-04-01,7761.6000
2009-04-02,7978.0800
2009-04-03,8017.5900
2009-04-06,7975.8500
2009-04-07,7789.5600
2009-04-08,7837.1100
2009-04-09,8083.3800
2009-04-13,8057.8100
2009-04-14,7920.1800
2009-04-15,8029.6200
2009-04-16,8125.4300
2009-04-17,8131.3300
2009-04-20,7841.7300
2009-04-21,7969.5600
2009-04-22,7886.5700
2009-04-23,7957.0600
2009-04-24,8076.2900
2009-04-27,8025.0000
2009-04-28,8016.9500
2009-04-29,8185.7300
2009-04-30,8168.1200
2009-05-01,8212.4100
2009-05-04,8426.7400
2009-05-05,8410.6500
2009-05-06,8512.2800
2009-05-07,8409.8500
2009-05-08,8574.6500
2009-05-11,8418.7700
2009-05-12,8469.1100
2009-05-13,8284.8900
2009-05-14,8331.3200
2009-05-15,8268.6400
2009-05-18,8504.0800
2009-05-19,8474.8500
2009-05-20,8422.0400
2009-05-21,8292.1300
2009-05-22,8277.3200
2009-05-26,8473.4900
2009-05-27,8300.0200
2009-05-28,8403.8000
2009-05-29,8500.3300
2009-06-01,8721.4400
2009-06-02,8740.8700
2009-06-03,8675.2400
2009-06-04,8750.2400
2009-06-05,8763.1300
2009-06-08,8764.4900
2009-06-09,8763.0600
2009-06-10,8739.0200
2009-06-11,8770.9200
2009-06-12,8799.2600
2009-06-15,8612.1300
2009-06-16,8504.6700
2009-06-17,8497.1800
2009-06-18,8555.6000
2009-06-19,8539.7300
2009-06-22,8339.0100
2009-06-23,8322.9100
2009-06-24,8299.8600
2009-06-25,8472.4000
2009-06-26,8438.3900
2009-06-29,8529.3800
2009-06-30,8447.0000
2009-07-01,8504.0600
2009-07-02,8280.7400
2009-07-06,8324.8700
2009-07-07,8163.6000
2009-07-08,8178.4100
2009-07-09,8183.1700
2009-07-10,8146.5200
2009-07-13,8331.6800
2009-07-14,8359.4900
2009-07-15,8616.2100
2009-07-16,8711.8200
2009-07-17,8743.9400
2009-07-20,8848.1500
2009-07-21,8915.9400
2009-07-22,8881.2600
2009-07-23,9069.2900
2009-07-24,9093.2400
2009-07-27,9108.5100
2009-07-28,9096.7200
2009-07-29,9070.7200
2009-07-30,9154.4600
2009-07-31,9171.6100
2009-08-03,9286.5600
2009-08-04,9320.1900
2009-08-05,9280.9700
2009-08-06,9256.2600
2009-08-07,9370.0700
2009-08-10,9337.9500
2009-08-11,9241.4500
2009-08-12,9361.6100
2009-08-13,9398.1900
2009-08-14,9321.4000
2009-08-17,9135.3400
2009-08-18,9217.9400
2009-08-19,9279.1600
2009-08-20,9350.0500
2009-08-21,9505.9600
2009-08-24,9509.2800
2009-08-25,9539.2900
2009-08-26,9543.5200
2009-08-27,9580.6300
2009-08-28,9544.2000
2009-08-31,9496.2800
2009-09-01,9310.6000
2009-09-02,9280.6700
2009-09-03,9344.6100
2009-09-04,9441.2700
2009-09-08,9497.3400
2009-09-09,9547.2200
2009-09-10,9627.4800
2009-09-11,9605.4100
2009-09-14,9626.8000
2009-09-15,9683.4100
2009-09-16,9791.7100
2009-09-17,9783.9200
2009-09-18,9820.2000
2009-09-21,9778.8600
2009-09-22,9829.8700
2009-09-23,9748.5500
2009-09-24,9707.4400
2009-09-25,9665.1900
2009-09-28,9789.3600
2009-09-29,9742.2000
2009-09-30,9712.2800
2009-10-01,9509.2800
2009-10-02,9487.6700
2009-10-05,9599.7500
2009-10-06,9731.2500
2009-10-07,9725.5800
2009-10-08,9786.8700
2009-10-09,9864.9400
2009-10-12,9885.8000
2009-10-13,9871.0600
2009-10-14,10015.8600
2009-10-15,10062.9400
2009-10-16,9995.9100
2009-10-19,10092.1900
2009-10-20,10041.4800
2009-10-21,9949.3600
2009-10-22,10081.3100
2009-10-23,9972.1800
2009-10-26,9867.9600
2009-10-27,9882.1700
2009-10-28,9762.6900
2009-10-29,9962.5800
2009-10-30,9712.7300
2009-11-02,9789.4400
2009-11-03,9771.9100
2009-11-04,9802.1400
2009-11-05,10005.9600
2009-11-06,10023.4200
2009-11-09,10226.9400
2009-11-10,10246.9700
2009-11-11,10291.2600
2009-11-12,10197.4700
2009-11-13,10270.4700
2009-11-16,10406.9600
2009-11-17,10437.4200
2009-11-18,10426.3100
2009-11-19,10332.4400
2009-11-20,10318.1600
2009-11-23,10450.9500
2009-11-24,10433.7100
2009-11-25,10464.4000
2009-11-27,10309.9200
2009-11-30,10344.8400
2009-12-01,10471.5800
2009-12-02,10452.6800
2009-12-03,10366.1500
2009-12-04,10388.9000
2009-12-07,10390.1100
2009-12-08,10285.9700
2009-12-09,10337.0500
2009-12-10,10405.8300
2009-12-11,10471.5000
2009-12-14,10501.0500
2009-12-15,10452.0000
2009-12-16,10441.1200
2009-12-17,10308.2600
2009-12-18,10328.8900
2009-12-21,10414.1400
2009-12-22,10464.9300
2009-12-23,10466.4400
2009-12-24,10520.0900
2009-12-28,10547.0800
2009-12-29,10545.4100
2009-12-30,10548.5100
2009-12-31,10428.0500
2010-01-04,10583.9600
2010-01-05,10572.0200
2010-01-06,10573.6800
2010-01-07,10606.8600
2010-01-08,10618.1900
2010-01-11,10663.9900
2010-01-12,10627.2600
2010-01-13,10680.7700
2010-01-14,10710.5500
2010-01-15,10609.6500
2010-01-19,10725.4300
2010-01-20,10603.1500
2010-01-21,10389.8800
2010-01-22,10172.9800
2010-01-25,10196.8600
2010-01-26,10194.2900
2010-01-27,10236.1600
2010-01-28,10120.4600
2010-01-29,10067.3300
2010-02-01,10185.5300
2010-02-02,10296.8500
2010-02-03,10270.5500
2010-02-04,10002.1800
2010-02-05,10012.2300
2010-02-08,9908.3900
2010-02-09,10058.6400
2010-02-10,10038.3800
2010-02-11,10144.1900
2010-02-12,10099.1400
2010-02-16,10268.8100
2010-02-17,10309.2400
2010-02-18,10392.9000
2010-02-19,10402.3500
2010-02-22,10383.3800
2010-02-23,10282.4100
2010-02-24,10374.1600
2010-02-25,10321.0300
2010-02-26,10325.2600
2010-03-01,10403.7900
2010-03-02,10405.9800
2010-03-03,10396.7600
2010-03-04,10444.1400
2010-03-05,10566.2000
2010-03-08,10552.5200
2010-03-09,10564.3800
2010-03-10,10567.3300
2010-03-11,10611.8400
2010-03-12,10624.6900
2010-03-15,10642.1500
2010-03-16,10685.9800
2010-03-17,10733.6700
2010-03-18,10779.1700
2010-03-19,10741.9800
2010-03-22,10785.8900
2010-03-23,10888.8300
2010-03-24,10836.1500
2010-03-25,10841.2100
2010-03-26,10850.3600
2010-03-29,10895.8600
2010-03-30,10907.4200
2010-03-31,10856.6300
2010-04-01,10927.0700
2010-04-05,10973.5500
2010-04-06,10969.9900
2010-04-07,10897.5200
2010-04-08,10927.0700
2010-04-09,10997.3500
2010-04-12,11005.9700
2010-04-13,11019.4200
2010-04-14,11123.1100
2010-04-15,11144.5700
2010-04-16,11018.6600
2010-04-19,11092.0500
2010-04-20,11117.0600
2010-04-21,11124.9200
2010-04-22,11134.2900
2010-04-23,11204.2800
2010-04-26,11205.0300
2010-04-27,10991.9900
2010-04-28,11045.2700
2010-04-29,11167.3200
2010-04-30,11008.6100
2010-05-03,11151.8300
2010-05-04,10926.7700
2010-05-05,10866.8300
2010-05-06,10520.3200
2010-05-07,10380.4300
2010-05-10,10785.1400
2010-05-11,10748.2600
2010-05-12,10896.9100
2010-05-13,10782.9500
2010-05-14,10620.1600
2010-05-17,10625.8300
2010-05-18,10510.9500
2010-05-19,10444.3700
2010-05-20,10068.0100
2010-05-21,10193.3900
2010-05-24,10066.5700
2010-05-25,10043.7500
2010-05-26,9974.4500
2010-05-27,10258.9900
2010-05-28,10136.6300
2010-06-01,10024.0200
2010-06-02,10249.5400
2010-06-03,10255.2800
2010-06-04,9931.9700
2010-06-07,9816.4900
2010-06-08,9939.9800
2010-06-09,9899.2500
2010-06-10,10172.5300
2010-06-11,10211.0700
2010-06-14,10190.8900
2010-06-15,10404.7700
2010-06-16,10409.4600
2010-06-17,10434.1700
2010-06-18,10450.6400
2010-06-21,10442.4100
2010-06-22,10293.5200
2010-06-23,10298.4400
2010-06-24,10152.8000
2010-06-25,10143.8100
2010-06-28,10138.5200
2010-06-29,9870.3000
2010-06-30,9774.0200
2010-07-01,9732.5300
2010-07-02,9686.4800
2010-07-06,9743.6200
2010-07-07,10018.2800
2010-07-08,10138.9900
2010-07-09,10198.0300
2010-07-12,10216.2700
2010-07-13,10363.0200
2010-07-14,10366.7200
2010-07-15,10359.3100
2010-07-16,10097.9000
2010-07-19,10154.4300
2010-07-20,10229.9600
2010-07-21,10120.5300
2010-07-22,10322.3000
2010-07-23,10424.6200
2010-07-26,10525.4300
2010-07-27,10537.6900
2010-07-28,10497.8800
2010-07-29,10467.1600
2010-07-30,10465.9400
2010-08-02,10674.3800
2010-08-03,10636.3800
2010-08-04,10680.4300
2010-08-05,10674.9800
2010-08-06,10653.5600
2010-08-09,10698.7500
2010-08-10,10644.2500
2010-08-11,10378.8300
2010-08-12,10319.9500
2010-08-13,10303.1500
2010-08-16,10302.0100
2010-08-17,10405.8500
2010-08-18,10415.5400
2010-08-19,10271.2100
2010-08-20,10213.6200
2010-08-23,10174.4100
2010-08-24,10040.4500
2010-08-25,10060.0600
2010-08-26,9985.8100
2010-08-27,10150.6500
2010-08-30,10009.7300
2010-08-31,10014.7200
2010-09-01,10269.4700
2010-09-02,10320.1000
2010-09-03,10447.9300
2010-09-07,10340.6900
2010-09-08,10387.0100
2010-09-09,10415.2400
2010-09-10,10462.7700
2010-09-13,10544.1300
2010-09-14,10526.4900
2010-09-15,10572.7300
2010-09-16,10594.8300
2010-09-17,10607.8500
2010-09-20,10753.6200
2010-09-21,10761.0300
2010-09-22,10739.3100
2010-09-23,10662.4200
2010-09-24,10860.2600
2010-09-27,10812.0400
2010-09-28,10858.1400
2010-09-29,10835.2800
2010-09-30,10788.0500
2010-10-01,10829.6800
2010-10-04,10751.2700
2010-10-05,10944.7200
2010-10-06,10967.6500
2010-10-07,10948.5800
2010-10-08,11006.4800
2010-10-11,11010.3400
2010-10-12,11020.4000
2010-10-13,11096.0800
2010-10-14,11094.5700
2010-10-15,11062.7800
2010-10-18,11143.6900
2010-10-19,10978.6200
2010-10-20,11107.9700
2010-10-21,11146.5700
2010-10-22,11132.5600
2010-10-25,11164.0500
2010-10-26,11169.4600
2010-10-27,11126.2800
2010-10-28,11113.9500
2010-10-29,11118.4900
2010-11-01,11124.6200
2010-11-02,11188.7200
2010-11-03,11215.1300
2010-11-04,11434.8400
2010-11-05,11444.0800
2010-11-08,11406.8400
2010-11-09,11346.7500
2010-11-10,11357.0400
2010-11-11,11283.1000
2010-11-12,11192.5800
2010-11-15,11201.9700
2010-11-16,11023.5000
2010-11-17,11007.8800
2010-11-18,11181.2300
2010-11-19,11203.5500
2010-11-22,11178.5800
2010-11-23,11036.3700
2010-11-24,11187.2800
2010-11-26,11091.8700
2010-11-29,11052.4900
2010-11-30,11006.0200
2010-12-01,11255.7800
2010-12-02,11362.4100
2010-12-03,11382.0900
2010-12-06,11362.1900
2010-12-07,11359.1600
2010-12-08,11372.4800
2010-12-09,11370.0600
2010-12-10,11410.3200
2010-12-13,11428.5600
2010-12-14,11476.5400
2010-12-15,11457.4700
2010-12-16,11499.2500
2010-12-17,11491.9100
2010-12-20,11478.1300
2010-12-21,11533.1600
2010-12-22,11559.4900
2010-12-23,11573.4900
2010-12-27,11555.0300
2010-12-28,11575.5400
2010-12-29,11585.3800
2010-12-30,11569.7100
2010-12-31,11577.5100
2011-01-03,11670.7500
2011-01-04,11691.1800
2011-01-05,11722.8900
2011-01-06,11697.3100
2011-01-07,11674.7600
2011-01-10,11637.4500
2011-01-11,11671.8800
2011-01-12,11755.4400
2011-01-13,11731.9000
2011-01-14,11787.3800
2011-01-18,11837.9300
2011-01-19,11825.2900
2011-01-20,11822.8000
2011-01-21,11871.8400
2011-01-24,11980.5200
2011-01-25,11977.1900
2011-01-26,11985.4400
2011-01-27,11989.8300
2011-01-28,11823.7000
2011-01-31,11891.9300
2011-02-01,12040.1600
2011-02-02,12041.9700
2011-02-03,12062.2600
2011-02-04,12092.1500
2011-02-07,12161.6300
2011-02-08,12233.1500
2011-02-09,12239.8900
2011-02-10,12229.2900
2011-02-11,12273.2600
2011-02-14,12268.1900
2011-02-15,12226.6400
2011-02-16,12288.1700
2011-02-17,12318.1400
2011-02-18,12391.2500
2011-02-22,12212.7900
2011-02-23,12105.7800
2011-02-24,12068.5000
2011-02-25,12130.4500
2011-02-28,12226.3400
2011-03-01,12058.0200
2011-03-02,12066.8000
2011-03-03,12258.2000
2011-03-04,12169.8800
2011-03-07,12090.0300
2011-03-08,12214.3800
2011-03-09,12213.0900
2011-03-10,11984.6100
2011-03-11,12044.4000
2011-03-14,11993.1600
2011-03-15,11855.4200
2011-03-16,11613.3000
2011-03-17,11774.5900
2011-03-18,11858.5200
2011-03-21,12036.5300
2011-03-22,12018.6300
2011-03-23,12086.0200
2011-03-24,12170.5600
2011-03-25,12220.5900
2011-03-28,12197.8800
2011-03-29,12279.0100
2011-03-30,12350.6100
2011-03-31,12319.7300
2011-04-01,12376.7200
2011-04-04,12400.0300
2011-04-05,12393.9000
2011-04-06,12426.7500
2011-04-07,12409.4900
2011-04-08,12380.0500
2011-04-11,12381.1100
2011-04-12,12263.5800
2011-04-13,12270.9900
2011-04-14,12285.1500
2011-04-15,12341.8300
2011-04-18,12201.5900
2011-04-19,12266.7500
2011-04-20,12453.5400
2011-04-21,12505.9900
2011-04-25,12479.8800
2011-04-26,12595.3700
2011-04-27,12690.9600
2011-04-28,12763.3100
2011-04-29,12810.5400
2011-05-02,12807.3600
2011-05-03,12807.5100
2011-05-04,12723.5800
2011-05-05,12584.1700
2011-05-06,12638.7400
2011-05-09,12684.6800
2011-05-10,12760.3600
2011-05-11,12630.0300
2011-05-12,12695.9200
2011-05-13,12595.7500
2011-05-16,12548.3700
2011-05-17,12479.5800
2011-05-18,12560.1800
2011-05-19,12605.3200
2011-05-20,12512.0400
2011-05-23,12381.2600
2011-05-24,12356.2100
2011-05-25,12394.6600
2011-05-26,12402.7600
2011-05-27,12441.5800
2011-05-31,12569.7900
2011-06-01,12290.1400
2011-06-02,12248.5500
2011-06-03,12151.2600
2011-06-06,12089.9600
2011-06-07,12070.8100
2011-06-08,12048.9400
2011-06-09,12124.3600
2011-06-10,11951.9100
2011-06-13,11952.9700
2011-06-14,12076.1100
2011-06-15,11897.2700
2011-06-16,11961.5200
2011-06-17,12004.3600
2011-06-20,12080.3800
2011-06-21,12190.0100
2011-06-22,12109.6700
2011-06-23,12050.0000
2011-06-24,11934.5800
2011-06-27,12043.5600
2011-06-28,12188.6900
2011-06-29,12261.4200
2011-06-30,12414.3400
2011-07-01,12582.7700
2011-07-05,12569.8700
2011-07-06,12626.0200
2011-07-07,12719.4900
2011-07-08,12657.2000
2011-07-11,12505.7600
2011-07-12,12446.8800
2011-07-13,12491.6100
2011-07-14,12437.1200
2011-07-15,12479.7300
2011-07-18,12385.1600
2011-07-19,12587.4200
2011-07-20,12571.9100
2011-07-21,12724.4100
2011-07-22,12681.1600
2011-07-25,12592.8000
2011-07-26,12501.3000
2011-07-27,12302.5500
2011-07-28,12240.1100
2011-07-29,12143.2400
2011-08-01,12132.4900
2011-08-02,11866.6200
2011-08-03,11896.4400
2011-08-04,11383.6800
2011-08-05,11444.6100
2011-08-08,10809.8500
2011-08-09,11239.7700
2011-08-10,10719.9400
2011-08-11,11143.3100
2011-08-12,11269.0200
2011-08-15,11482.9000
2011-08-16,11405.9300
2011-08-17,11410.2100
2011-08-18,10990.5800
2011-08-19,10817.6500
2011-08-22,10854.6500
2011-08-23,11176.7600
2011-08-24,11320.7100
2011-08-25,11149.8200
2011-08-26,11284.5400
2011-08-29,11539.2500
2011-08-30,11559.9500
2011-08-31,11613.5300
2011-09-01,11493.5700
2011-09-02,11240.2600
2011-09-06,11139.3000
2011-09-07,11414.8600
2011-09-08,11295.8100
2011-09-09,10992.1300
2011-09-12,11061.1200
2011-09-13,11105.8500
2011-09-14,11246.7300
2011-09-15,11433.1800
2011-09-16,11509.0900
2011-09-19,11401.0100
2011-09-20,11408.6600
2011-09-21,11124.8400
2011-09-22,10733.8300
2011-09-23,10771.4800
2011-09-26,11043.8600
2011-09-27,11190.6900
2011-09-28,11010.9000
2011-09-29,11153.9800
2011-09-30,10913.3800
2011-10-03,10655.3000
2011-10-04,10808.7100
2011-10-05,10939.9500
2011-10-06,11123.3300
2011-10-07,11103.1200
2011-10-10,11433.1800
2011-10-11,11416.3000
2011-10-12,11518.8500
2011-10-13,11478.1300
2011-10-14,11644.4900
2011-10-17,11397.0000
2011-10-18,11577.0500
2011-10-19,11504.6200
2011-10-20,11541.7800
2011-10-21,11808.7900
2011-10-24,11913.6200
2011-10-25,11706.6200
2011-10-26,11869.0400
2011-10-27,12208.5500
2011-10-28,12231.1100
2011-10-31,11955.0100
2011-11-01,11657.9600
2011-11-02,11836.0400
2011-11-03,12044.4700
2011-11-04,11983.2400
2011-11-07,12068.3900
2011-11-08,12170.1800
2011-11-09,11780.9400
2011-11-10,11893.8600
2011-11-11,12153.6800
2011-11-14,12078.9800
2011-11-15,12096.1600
2011-11-16,11905.5900
2011-11-17,11770.7300
2011-11-18,11796.1600
2011-11-21,11547.3100
2011-11-22,11493.7200
2011-11-23,11257.5500
2011-11-25,11231.6500
2011-11-28,11523.0100
2011-11-29,11555.6300
2011-11-30,12045.6800
2011-12-01,12020.0300
2011-12-02,12019.4200
2011-12-05,12097.8300
2011-12-06,12150.1300
2011-12-07,12196.3700
2011-12-08,11997.7000
2011-12-09,12184.2600
2011-12-12,12021.3900
2011-12-13,11954.9400
2011-12-14,11823.4800
2011-12-15,11868.8100
2011-12-16,11866.3900
2011-12-19,11766.2600
2011-12-20,12103.5800
2011-12-21,12107.7400
2011-12-22,12169.6500
2011-12-23,12294.0000
2011-12-27,12291.3500
2011-12-28,12151.4100
2011-12-29,12287.0400
2011-12-30,12217.5600
2012-01-03,12397.3800
2012-01-04,12418.4200
2012-01-05,12415.7000
2012-01-06,12359.9200
2012-01-09,12392.6900
2012-01-10,12462.4700
2012-01-11,12449.4500
2012-01-12,12471.0200
2012-01-13,12422.0600
2012-01-17,12482.0700
2012-01-18,12578.9500
2012-01-19,12623.9800
2012-01-20,12720.4800
2012-01-23,12708.8200
2012-01-24,12675.7500
2012-01-25,12758.8500
2012-01-26,12734.6300
2012-01-27,12660.4600
2012-01-30,12653.7200
2012-01-31,12632.9100
2012-02-01,12716.4600
2012-02-02,12705.4100
2012-02-03,12862.2300
2012-02-06,12845.1300
2012-02-07,12878.2000
2012-02-08,12883.9500
2012-02-09,12890.4600
2012-02-10,12801.2300
2012-02-13,12874.0400
2012-02-14,12878.2800
2012-02-15,12780.9500
2012-02-16,12904.0800
2012-02-17,12949.8700
2012-02-21,12965.6900
2012-02-22,12938.6700
2012-02-23,12984.6900
2012-02-24,12982.9500
2012-02-27,12981.5100
2012-02-28,13005.1200
2012-02-29,12952.0700
2012-03-01,12980.3000
2012-03-02,12977.5700
2012-03-05,12962.8100
2012-03-06,12759.1500
2012-03-07,12837.3300
2012-03-08,12907.9400
2012-03-09,12922.0200
2012-03-12,12959.7100
2012-03-13,13177.6800
2012-03-14,13194.1000
2012-03-15,13252.7600
2012-03-16,13232.6200
2012-03-19,13239.1300
2012-03-20,13170.1900
2012-03-21,13124.6200
2012-03-22,13046.1400
2012-03-23,13080.7300
2012-03-26,13241.6300
2012-03-27,13197.7300
2012-03-28,13126.2100
2012-03-29,13145.8200
2012-03-30,13212.0400
2012-04-02,13264.4900
2012-04-03,13199.5500
2012-04-04,13074.7500
2012-04-05,13060.1400
2012-04-09,12929.5900
2012-04-10,12715.9300
2012-04-11,12805.3900
2012-04-12,12986.5800
2012-04-13,12849.5900
2012-04-16,12921.4100
2012-04-17,13115.5400
2012-04-18,13032.7500
2012-04-19,12964.1000
2012-04-20,13029.2600
2012-04-23,12927.1700
2012-04-24,13001.5600
2012-04-25,13090.7200
2012-04-26,13204.6200
2012-04-27,13228.3100
2012-04-30,13213.6300
2012-05-01,13279.3200
