date, value
2017-05-11,20919.42
2017-05-12,20896.61
2017-05-15,20981.94
2017-05-16,20979.75
2017-05-17,20606.93
2017-05-18,20663.02
2017-05-19,20804.84
2017-05-22,20894.83
2017-05-23,20937.91
2017-05-24,21012.42
2017-05-25,21082.95
2017-05-26,21080.28
2017-05-30,21029.47
2017-05-31,21008.65
2017-06-01,21144.18
2017-06-02,21206.29
2017-06-05,21184.04
2017-06-06,21136.23
2017-06-07,21173.69
2017-06-08,21182.53
2017-06-09,21271.97
2017-06-12,21235.67
2017-06-13,21328.47
2017-06-14,21374.56
2017-06-15,21359.9
2017-06-16,21384.28
2017-06-19,21528.99
2017-06-20,21467.14
2017-06-21,21410.03
2017-06-22,21397.29
2017-06-23,21394.76
2017-06-26,21409.55
2017-06-27,21310.66
2017-06-28,21454.61
2017-06-29,21287.03
2017-06-30,21349.63
2017-07-03,21479.27
2017-07-05,21478.17
2017-07-06,21320.04
2017-07-07,21414.34
2017-07-10,21408.52
2017-07-11,21409.07
2017-07-12,21532.14
2017-07-13,21553.09
2017-07-14,21637.74
2017-07-17,21629.72
2017-07-18,21574.73
2017-07-19,21640.75
2017-07-20,21611.78
2017-07-21,21580.07
2017-07-24,21513.17
2017-07-25,21613.43
2017-07-26,21711.01
2017-07-27,21796.55
2017-07-28,21830.31
2017-07-31,21891.12
2017-08-01,21963.92
2017-08-02,22016.24
2017-08-03,22026.1
2017-08-04,22092.81
2017-08-07,22118.42
2017-08-08,22085.34
2017-08-09,22048.7
2017-08-10,21844.01
2017-08-11,21858.32
2017-08-14,21993.71
2017-08-15,21998.99
2017-08-16,22024.87
2017-08-17,21750.73
2017-08-18,21674.51
2017-08-21,21703.75
2017-08-22,21899.89
2017-08-23,21812.09
2017-08-24,21783.4
2017-08-25,21813.67
2017-08-28,21808.4
2017-08-29,21865.37
2017-08-30,21892.43
2017-08-31,21948.1
2017-09-01,21987.56
2017-09-05,21753.31
2017-09-06,21807.64
2017-09-07,21784.78
2017-09-08,21797.79
2017-09-11,22057.37
2017-09-12,22118.86
2017-09-13,22158.18
2017-09-14,22203.48
2017-09-15,22268.34
2017-09-18,22331.35
2017-09-19,22370.8
2017-09-20,22412.59
2017-09-21,22359.23
2017-09-22,22349.59
2017-09-25,22296.09
2017-09-26,22284.32
2017-09-27,22340.71
2017-09-28,22381.2
2017-09-29,22405.09
2017-10-02,22557.6
2017-10-03,22641.67
2017-10-04,22661.64
2017-10-05,22775.39
2017-10-06,22773.67
2017-10-09,22761.07
2017-10-10,22830.68
2017-10-11,22872.89
2017-10-12,22841.01
2017-10-13,22871.72
2017-10-16,22956.96
2017-10-17,22997.44
2017-10-18,23157.6
2017-10-19,23163.04
2017-10-20,23328.63
2017-10-23,23273.96
2017-10-24,23441.76
2017-10-25,23329.46
2017-10-26,23400.86
2017-10-27,23434.19
2017-10-30,23348.74
2017-10-31,23377.24
2017-11-01,23435.01
2017-11-02,23516.26
2017-11-03,23539.19
2017-11-06,23548.42
2017-11-07,23557.23
2017-11-08,23563.36
2017-11-09,23461.94
2017-11-10,23422.21
2017-11-13,23439.7
2017-11-14,23409.47
2017-11-15,23271.28
2017-11-16,23458.36
2017-11-17,23358.24
2017-11-20,23430.33
2017-11-21,23590.83
2017-11-22,23526.18
2017-11-24,23557.99
2017-11-27,23580.78
2017-11-28,23836.71
2017-11-29,23940.68
2017-11-30,24272.35
2017-12-01,24231.59
2017-12-04,24290.05
2017-12-05,24180.64
2017-12-06,24140.91
2017-12-07,24211.48
2017-12-08,24329.16
2017-12-11,24386.03
2017-12-12,24504.8
2017-12-13,24585.43
2017-12-14,24508.66
2017-12-15,24651.74
2017-12-18,24792.2
2017-12-19,24754.75
2017-12-20,24726.65
2017-12-21,24782.29
2017-12-22,24754.06
2017-12-26,24746.21
2017-12-27,24774.3
2017-12-28,24837.51
2017-12-29,24719.22
