Macrotrends Data Download



Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2009-08-28,2028.7700
2009-08-31,2009.0600
2009-09-01,1968.8900
2009-09-02,1967.0700
2009-09-03,1983.2000
2009-09-04,2018.7800
2009-09-08,2037.7700
2009-09-09,2060.3900
2009-09-10,2084.0200
2009-09-11,2080.9000
2009-09-14,2091.7800
2009-09-15,2102.6400
2009-09-16,2133.1500
2009-09-17,2126.7500
2009-09-18,2132.8600
2009-09-21,2138.0400
2009-09-22,2146.3000
2009-09-23,2131.4200
2009-09-24,2107.6100
2009-09-25,2090.9200
2009-09-28,2130.7400
2009-09-29,2124.0400
2009-09-30,2122.4200
2009-10-01,2057.4800
2009-10-02,2048.1100
2009-10-05,2068.1500
2009-10-06,2103.5700
2009-10-07,2110.3300
2009-10-08,2123.9300
2009-10-09,2139.2800
2009-10-12,2139.1400
2009-10-13,2139.8900
2009-10-14,2172.2300
2009-10-15,2173.2900
2009-10-16,2156.8000
2009-10-19,2176.3200
2009-10-20,2163.4700
2009-10-21,2150.7300
2009-10-22,2165.2900
2009-10-23,2154.4700
2009-10-26,2141.8500
2009-10-27,2116.0900
2009-10-28,2059.6100
2009-10-29,2097.5500
2009-10-30,2045.1100
2009-11-02,2049.2000
2009-11-03,2057.3200
2009-11-04,2055.5200
2009-11-05,2105.3200
2009-11-06,2112.4400
2009-11-09,2154.0600
2009-11-10,2151.0800
2009-11-11,2166.9000
2009-11-12,2149.0200
2009-11-13,2167.8800
2009-11-16,2197.8500
2009-11-17,2203.7800
2009-11-18,2193.1400
2009-11-19,2156.8200
2009-11-20,2146.0400
2009-11-23,2176.0100
2009-11-24,2169.1800
2009-11-25,2176.0500
2009-11-27,2138.4400
2009-11-30,2144.6000
2009-12-01,2175.8100
2009-12-02,2185.0300
2009-12-03,2173.1400
2009-12-04,2194.3500
2009-12-07,2189.6100
2009-12-08,2172.9900
2009-12-09,2183.7300
2009-12-10,2190.8600
2009-12-11,2190.3100
2009-12-14,2212.1000
2009-12-15,2201.0500
2009-12-16,2206.9100
2009-12-17,2180.0500
2009-12-18,2211.6900
2009-12-21,2237.6600
2009-12-22,2252.6700
2009-12-23,2269.6400
2009-12-24,2285.6900
2009-12-28,2291.0800
2009-12-29,2288.4000
2009-12-30,2291.2800
2009-12-31,2269.1500
2010-01-04,2308.4200
2010-01-05,2308.7100
2010-01-06,2301.0900
2010-01-07,2300.0500
2010-01-08,2317.1700
2010-01-11,2312.4100
2010-01-12,2282.3100
2010-01-13,2307.9000
2010-01-14,2316.7400
2010-01-15,2287.9900
2010-01-19,2320.4000
2010-01-20,2291.2500
2010-01-21,2265.7000
2010-01-22,2205.2900
2010-01-25,2210.8000
2010-01-26,2203.7300
2010-01-27,2221.4100
2010-01-28,2179.0000
2010-01-29,2147.3500
2010-02-01,2171.2000
2010-02-02,2190.0600
2010-02-03,2190.9100
2010-02-04,2125.4300
2010-02-05,2141.1200
2010-02-08,2126.0500
2010-02-09,2150.8700
2010-02-10,2147.8700
2010-02-11,2177.4100
2010-02-12,2183.5300
2010-02-16,2214.1900
2010-02-17,2226.2900
2010-02-18,2241.7100
2010-02-19,2243.8700
2010-02-22,2242.0300
2010-02-23,2213.4400
2010-02-24,2235.9000
2010-02-25,2234.2200
2010-02-26,2238.2600
2010-03-01,2273.5700
2010-03-02,2280.7900
2010-03-03,2280.6800
2010-03-04,2292.3100
2010-03-05,2326.3500
2010-03-08,2332.2100
2010-03-09,2340.6800
2010-03-10,2358.9500
2010-03-11,2368.4600
2010-03-12,2367.6600
2010-03-15,2362.2100
2010-03-16,2378.0100
2010-03-17,2389.0900
2010-03-18,2391.2800
2010-03-19,2374.4100
2010-03-22,2395.4000
2010-03-23,2415.2400
2010-03-24,2398.7600
2010-03-25,2397.4100
2010-03-26,2395.1300
2010-03-29,2404.3600
2010-03-30,2410.6900
2010-03-31,2397.9600
2010-04-01,2402.5800
2010-04-05,2429.5300
2010-04-06,2436.8100
2010-04-07,2431.1600
2010-04-08,2436.8100
2010-04-09,2454.0500
2010-04-12,2457.8700
2010-04-13,2465.9900
2010-04-14,2504.8600
2010-04-15,2515.6900
2010-04-16,2481.2600
2010-04-19,2480.1100
2010-04-20,2500.3100
2010-04-21,2504.6100
2010-04-22,2519.0700
2010-04-23,2530.1500
2010-04-26,2522.9500
2010-04-27,2471.4700
2010-04-28,2471.7300
2010-04-29,2511.9200
2010-04-30,2461.1900
2010-05-03,2498.7400
2010-05-04,2424.2500
2010-05-05,2402.2900
2010-05-06,2319.6400
2010-05-07,2265.6400
2010-05-10,2374.6700
2010-05-11,2375.3100
2010-05-12,2425.0200
2010-05-13,2394.3600
2010-05-14,2346.8500
2010-05-17,2354.2300
2010-05-18,2317.2600
2010-05-19,2298.3700
2010-05-20,2204.0100
2010-05-21,2229.0400
2010-05-24,2213.5500
2010-05-25,2210.9500
2010-05-26,2195.8800
2010-05-27,2277.6800
2010-05-28,2257.0400
2010-06-01,2222.3300
2010-06-02,2281.0700
2010-06-03,2303.0300
2010-06-04,2219.1700
2010-06-07,2173.9000
2010-06-08,2170.5700
2010-06-09,2158.8500
2010-06-10,2218.7100
2010-06-11,2243.6000
2010-06-14,2243.9600
2010-06-15,2305.8800
2010-06-16,2305.9300
2010-06-17,2307.1600
2010-06-18,2309.8000
2010-06-21,2289.0900
2010-06-22,2261.8000
2010-06-23,2254.2300
2010-06-24,2217.4200
2010-06-25,2223.4800
2010-06-28,2220.6500
2010-06-29,2135.1800
2010-06-30,2109.2400
2010-07-01,2101.3600
2010-07-02,2091.7900
2010-07-06,2093.8800
2010-07-07,2159.4700
2010-07-08,2175.4000
2010-07-09,2196.4500
2010-07-12,2198.3600
2010-07-13,2242.0300
2010-07-14,2249.8400
2010-07-15,2249.0800
2010-07-16,2179.0500
2010-07-19,2198.2300
2010-07-20,2222.4900
2010-07-21,2187.3300
2010-07-22,2245.8900
2010-07-23,2269.4700
2010-07-26,2296.4300
2010-07-27,2288.2500
2010-07-28,2264.5600
2010-07-29,2251.6900
2010-07-30,2254.7000
2010-08-02,2295.3600
2010-08-03,2283.5200
2010-08-04,2303.5700
2010-08-05,2293.0600
2010-08-06,2288.4700
2010-08-09,2305.6900
2010-08-10,2277.1700
2010-08-11,2208.6300
2010-08-12,2190.2700
2010-08-13,2173.4800
2010-08-16,2181.8700
2010-08-17,2209.4400
2010-08-18,2215.7000
2010-08-19,2178.9500
2010-08-20,2179.7600
2010-08-23,2159.6300
2010-08-24,2123.7600
2010-08-25,2141.5400
2010-08-26,2118.6900
2010-08-27,2153.6300
2010-08-30,2119.9700
2010-08-31,2114.0300
2010-09-01,2176.8400
2010-09-02,2200.0100
2010-09-03,2233.7500
2010-09-07,2208.8900
2010-09-08,2228.8700
2010-09-09,2236.2000
2010-09-10,2242.4800
2010-09-13,2285.7100
2010-09-14,2289.7700
2010-09-15,2301.3200
2010-09-16,2303.2500
2010-09-17,2315.6100
2010-09-20,2355.8300
2010-09-21,2349.3500
2010-09-22,2334.5500
2010-09-23,2327.0800
2010-09-24,2381.2200
2010-09-27,2369.7700
2010-09-28,2379.5900
2010-09-29,2376.5600
2010-09-30,2368.6200
2010-10-01,2370.7500
2010-10-04,2344.5200
2010-10-05,2399.8300
2010-10-06,2380.6600
2010-10-07,2383.6700
2010-10-08,2401.9100
2010-10-11,2402.3300
2010-10-12,2417.9200
2010-10-13,2441.2300
2010-10-14,2435.3800
2010-10-15,2468.7700
2010-10-18,2480.6600
2010-10-19,2436.9500
2010-10-20,2457.3900
2010-10-21,2459.6700
2010-10-22,2479.3900
2010-10-25,2490.8500
2010-10-26,2497.2900
2010-10-27,2503.2600
2010-10-28,2507.3700
2010-10-29,2507.4100
2010-11-01,2504.8400
2010-11-02,2533.5200
2010-11-03,2540.2700
2010-11-04,2577.3400
2010-11-05,2578.9800
2010-11-08,2580.0500
2010-11-09,2562.9800
2010-11-10,2578.7800
2010-11-11,2555.5200
2010-11-12,2518.2100
2010-11-15,2513.8200
2010-11-16,2469.8400
2010-11-17,2476.0100
2010-11-18,2514.4000
2010-11-19,2518.1200
2010-11-22,2532.0200
2010-11-23,2494.9500
2010-11-24,2543.1200
2010-11-26,2534.5600
2010-11-29,2525.2200
2010-11-30,2498.2300
2010-12-01,2549.4300
2010-12-02,2579.3500
2010-12-03,2591.4600
2010-12-06,2594.9200
2010-12-07,2598.4900
2010-12-08,2609.1600
2010-12-09,2616.6700
2010-12-10,2637.5400
2010-12-13,2624.9100
2010-12-14,2627.7200
2010-12-15,2617.2200
2010-12-16,2637.3100
2010-12-17,2642.9700
2010-12-20,2649.5600
2010-12-21,2667.6100
2010-12-22,2671.4800
2010-12-23,2665.6000
2010-12-27,2667.2700
2010-12-28,2662.8800
2010-12-29,2666.9300
2010-12-30,2662.9800
2010-12-31,2652.8700
2011-01-03,2691.5200
2011-01-04,2681.2500
2011-01-05,2702.2000
2011-01-06,2709.8900
2011-01-07,2703.1700
2011-01-10,2707.8000
2011-01-11,2716.8300
2011-01-12,2737.3300
2011-01-13,2735.2900
2011-01-14,2755.3000
2011-01-18,2765.8500
2011-01-19,2725.3600
2011-01-20,2704.2900
2011-01-21,2689.5400
2011-01-24,2717.5500
2011-01-25,2719.2500
2011-01-26,2739.5000
2011-01-27,2755.2800
2011-01-28,2686.8900
2011-01-31,2700.0800
2011-02-01,2751.1900
2011-02-02,2749.5600
2011-02-03,2753.8800
2011-02-04,2769.3000
2011-02-07,2783.9900
2011-02-08,2797.0500
2011-02-09,2789.0700
2011-02-10,2790.4500
2011-02-11,2809.4400
2011-02-14,2817.1800
2011-02-15,2804.3500
2011-02-16,2825.5600
2011-02-17,2831.5800
2011-02-18,2833.9500
2011-02-22,2756.4200
2011-02-23,2722.9900
2011-02-24,2737.9000
2011-02-25,2781.0500
2011-02-28,2782.2700
2011-03-01,2737.4100
2011-03-02,2748.0700
2011-03-03,2798.7400
2011-03-04,2784.6700
2011-03-07,2745.6300
2011-03-08,2765.7700
2011-03-09,2751.7200
2011-03-10,2701.0200
2011-03-11,2715.6100
2011-03-14,2700.9700
2011-03-15,2667.3300
2011-03-16,2616.8200
2011-03-17,2636.0500
2011-03-18,2643.6700
2011-03-21,2692.0900
2011-03-22,2683.8700
2011-03-23,2698.3000
2011-03-24,2736.4200
2011-03-25,2743.0600
2011-03-28,2730.6800
2011-03-29,2756.8900
2011-03-30,2776.7900
2011-03-31,2781.0700
2011-04-01,2789.6000
2011-04-04,2789.1900
2011-04-05,2791.1900
2011-04-06,2799.8200
2011-04-07,2796.1400
2011-04-08,2780.4200
2011-04-11,2771.5100
2011-04-12,2744.7900
2011-04-13,2761.5200
2011-04-14,2760.2200
2011-04-15,2764.6500
2011-04-18,2735.3800
2011-04-19,2744.9700
2011-04-20,2802.5100
2011-04-21,2820.1600
2011-04-25,2825.8800
2011-04-26,2847.5400
2011-04-27,2869.8800
2011-04-28,2872.5300
2011-04-29,2873.5400
2011-05-02,2864.0800
2011-05-03,2841.6200
2011-05-04,2828.2300
2011-05-05,2814.7200
2011-05-06,2827.5600
2011-05-09,2843.2500
2011-05-10,2871.8900
2011-05-11,2845.0600
2011-05-12,2863.0400
2011-05-13,2828.4700
2011-05-16,2782.3100
2011-05-17,2783.2100
2011-05-18,2815.0000
2011-05-19,2823.3100
2011-05-20,2803.3200
2011-05-23,2758.9000
2011-05-24,2746.1600
2011-05-25,2761.3800
2011-05-26,2782.9200
2011-05-27,2796.8600
2011-05-31,2835.3000
2011-06-01,2769.1900
2011-06-02,2773.3100
2011-06-03,2732.7800
2011-06-06,2702.5600
2011-06-07,2701.5600
2011-06-08,2675.3800
2011-06-09,2684.8700
2011-06-10,2643.7300
2011-06-13,2639.6900
2011-06-14,2678.7200
2011-06-15,2631.4600
2011-06-16,2623.7000
2011-06-17,2616.4800
2011-06-20,2629.6600
2011-06-21,2687.2600
2011-06-22,2669.1900
2011-06-23,2686.7500
2011-06-24,2652.8900
2011-06-27,2688.2800
2011-06-28,2729.3100
2011-06-29,2740.4900
2011-06-30,2773.5200
2011-07-01,2816.0300
2011-07-05,2825.7700
2011-07-06,2834.0200
2011-07-07,2872.6600
2011-07-08,2859.8100
2011-07-11,2802.6200
2011-07-12,2781.9100
2011-07-13,2796.9200
2011-07-14,2762.6700
2011-07-15,2789.8000
2011-07-18,2765.1100
2011-07-19,2826.5200
2011-07-20,2814.2300
2011-07-21,2834.4300
2011-07-22,2858.8300
2011-07-25,2842.8000
2011-07-26,2839.9600
2011-07-27,2764.7900
2011-07-28,2766.2500
2011-07-29,2756.3800
2011-08-01,2744.6100
2011-08-02,2669.2400
2011-08-03,2693.0700
2011-08-04,2556.3900
2011-08-05,2532.4100
2011-08-08,2357.6900
2011-08-09,2482.5200
2011-08-10,2381.0500
2011-08-11,2492.6800
2011-08-12,2507.9800
2011-08-15,2555.2000
2011-08-16,2523.4500
2011-08-17,2511.4800
2011-08-18,2380.4300
2011-08-19,2341.8400
2011-08-22,2345.3800
2011-08-23,2446.0600
2011-08-24,2467.6900
2011-08-25,2419.6300
2011-08-26,2479.8500
2011-08-29,2562.1100
2011-08-30,2576.1100
2011-08-31,2579.4600
2011-09-01,2546.0400
2011-09-02,2480.3300
2011-09-06,2473.8300
2011-09-07,2548.9400
2011-09-08,2529.1400
2011-09-09,2467.9900
2011-09-12,2495.0900
2011-09-13,2532.1500
2011-09-14,2572.5500
2011-09-15,2607.0700
2011-09-16,2622.3100
2011-09-19,2612.8300
2011-09-20,2590.2400
2011-09-21,2538.1900
2011-09-22,2455.6700
2011-09-23,2483.2300
2011-09-26,2516.6900
2011-09-27,2546.8300
2011-09-28,2491.5800
2011-09-29,2480.7600
2011-09-30,2415.4000
2011-10-03,2335.8300
2011-10-04,2404.8200
2011-10-05,2460.5100
2011-10-06,2506.8200
2011-10-07,2479.3500
2011-10-10,2566.0500
2011-10-11,2583.0300
2011-10-12,2604.7300
2011-10-13,2620.2400
2011-10-14,2667.8500
2011-10-17,2614.9200
2011-10-18,2657.4300
2011-10-19,2604.0400
2011-10-20,2598.6200
2011-10-21,2637.4600
2011-10-24,2699.4400
2011-10-25,2638.4200
2011-10-26,2650.6700
2011-10-27,2738.6300
2011-10-28,2737.1500
2011-10-31,2684.4100
2011-11-01,2606.9600
2011-11-02,2639.9800
2011-11-03,2697.9700
2011-11-04,2686.1500
2011-11-07,2695.2500
2011-11-08,2727.4900
2011-11-09,2621.6500
2011-11-10,2625.1500
2011-11-11,2678.7500
2011-11-14,2657.2200
2011-11-15,2686.2000
2011-11-16,2639.6100
2011-11-17,2587.9900
2011-11-18,2572.5000
2011-11-21,2523.1400
2011-11-22,2521.2800
2011-11-23,2460.0800
2011-11-25,2441.5100
2011-11-28,2527.3400
2011-11-29,2515.5100
2011-11-30,2620.3400
2011-12-01,2626.2000
2011-12-02,2626.9300
2011-12-05,2655.7600
2011-12-06,2649.5600
2011-12-07,2649.2100
2011-12-08,2596.3800
2011-12-09,2646.8500
2011-12-12,2612.2600
2011-12-13,2579.2700
2011-12-14,2539.3100
2011-12-15,2541.0100
2011-12-16,2555.3300
2011-12-19,2523.1400
2011-12-20,2603.7300
2011-12-21,2577.9700
2011-12-22,2599.4500
2011-12-23,2618.6400
2011-12-27,2625.2000
2011-12-28,2589.9800
2011-12-29,2613.7400
2011-12-30,2605.1500
2012-01-03,2648.7200
2012-01-04,2648.3600
2012-01-05,2669.8600
2012-01-06,2674.2200
2012-01-09,2676.5600
2012-01-10,2702.5000
2012-01-11,2710.7600
2012-01-12,2724.7000
2012-01-13,2710.6700
2012-01-17,2728.0800
2012-01-18,2769.7100
2012-01-19,2788.3300
2012-01-20,2786.7000
2012-01-23,2784.1700
2012-01-24,2786.6400
2012-01-25,2818.3100
2012-01-26,2805.2800
2012-01-27,2816.5500
2012-01-30,2811.9400
2012-01-31,2813.8400
2012-02-01,2848.2700
2012-02-02,2859.6800
2012-02-03,2905.6600
2012-02-06,2901.9900
2012-02-07,2904.0800
2012-02-08,2915.8600
2012-02-09,2927.2300
2012-02-10,2903.8800
2012-02-13,2931.3900
2012-02-14,2931.8300
2012-02-15,2915.8300
2012-02-16,2959.8500
2012-02-17,2951.7800
2012-02-21,2948.5700
2012-02-22,2933.1700
2012-02-23,2956.9800
2012-02-24,2963.7500
2012-02-27,2966.1600
2012-02-28,2986.7600
2012-02-29,2966.8900
2012-03-01,2988.9700
2012-03-02,2976.1900
2012-03-05,2950.4800
2012-03-06,2910.3200
2012-03-07,2935.6900
2012-03-08,2970.4200
2012-03-09,2988.3400
2012-03-12,2983.6600
2012-03-13,3039.8800
2012-03-14,3040.7300
2012-03-15,3056.3700
2012-03-16,3055.2600
2012-03-19,3078.3200
2012-03-20,3074.1500
2012-03-21,3075.3200
2012-03-22,3063.3200
2012-03-23,3067.9200
2012-03-26,3122.5700
2012-03-27,3120.3500
2012-03-28,3104.9600
2012-03-29,3095.3600
2012-03-30,3091.5700
2012-04-02,3119.7000
2012-04-03,3113.5700
2012-04-04,3068.0900
2012-04-05,3080.5000
2012-04-09,3047.0800
2012-04-10,2991.2200
2012-04-11,3016.4600
2012-04-12,3055.5500
2012-04-13,3011.3300
2012-04-16,2988.4000
2012-04-17,3042.8200
2012-04-18,3031.4500
2012-04-19,3007.5600
2012-04-20,3000.4500
2012-04-23,2970.4500
2012-04-24,2961.6000
2012-04-25,3029.6300
2012-04-26,3050.6100
2012-04-27,3069.2000
2012-04-30,3046.3600
2012-05-01,3050.4400
2012-05-02,3059.8500
2012-05-03,3024.3000
2012-05-04,2956.3400
